filename,created_at,taxon,taxon_original,Check,habit,root_system,height_min,height_low,height_high,height_max,height_unit,inflorescence_type,inflorescence_shape,inflorescence_length_min,inflorescence_length_low,inflorescence_length_high,inflorescence_length_max,inflorescence_length_unit,inflorescence_width_min,inflorescence_width_low,inflorescence_width_high,inflorescence_width_max,inflorescence_width_unit,inflorescence_peduncle_length_min,inflorescence_peduncle_length_low,inflorescence_peduncle_length_high,inflorescence_peduncle_length_max,inflorescence_peduncle_length_unit,flower_merosity,pedicel_length_min,pedicel_length_low,pedicel_length_high,pedicel_length_max,pedicel_length_unit,pedicel_width_min,pedicel_width_low,pedicel_width_high,pedicel_width_max,pedicel_width_unit,bisexual_flowers_presence,male_flowers_presence,heteromorphic_flower_presence,sterile_flower_presence,calyx_shape,calyx_length_min,calyx_length_low,calyx_length_high,calyx_length_max,calyx_length_unit,calyx_lobe_length_min,calyx_lobe_length_low,calyx_lobe_length_high,calyx_lobe_length_max,calyx_lobe_length_unit.,corolla_length_min,corolla_length_low,corolla_length_high,corolla_length_max,corolla_length_unit,corolla_lobe_length_min,corolla_lobe_length_low,corolla_lobe_length_high,corolla_lobe_length_max,corolla_lobe_length_unit,corolla_lobe_width_min,corolla_lobe_width_low,corolla_lobe_width_high,corolla_lobe_width_max,corolla_lobe_width_unit,stamen_count,filament_length_min,filament_length_low,filament_length_high,filament_length_max,filament_length_unit,filament_color,anther_gland_presence,stemonozone_presence,stamen_tube_presence,staminal_tube_presence,intrastaminal_nectary_presence,nectary_presence,clade
"Hopkins, H.C., 1986. Parkia (Leguminosae: Mimosoideae). Flora Neotropica, pp.1-123.",NA,Parkia_nitida,Parkia nitida,1,tree,,NA,40,NA,NA,m,capitula,"biglobos with basal staminoidal fringe, apical parts ellipsoid, apical parts obovoid",,4.5,8,NA,cm,NA,4,7.5,NA,cm,NA,25,160,NA,mm,5,NA,NA,NA,NA,,NA,NA,NA,NA,,,yes,yes,,,NA,5.5,15,NA,mm,NA,0.5,1.5,NA,mm,NA,6.5,16,NA,mm,NA,0.5,3.5,NA,mm,NA,NA,NA,NA,,10,NA,NA,NA,NA,,,Bearing a anther gland,,,,,,Parkia clade
"Hopkins, H.C., 1986. Parkia (Leguminosae: Mimosoideae). Flora Neotropica, pp.1-123.",NA,Parkia_platycephala,Parkia platycephala,1,tree,,NA,NA,18,NA,m,capitula,,,3.8,5.2,NA,cm,NA,NA,NA,NA,,NA,150,350,500,mm,5,NA,NA,NA,NA,,NA,NA,NA,NA,,,yes,yes,,,NA,8,10,NA,mm,NA,1.5,2,NA,mm,NA,9,13,NA,mm,NA,4.5,8,NA,mm,NA,NA,NA,NA,,10,NA,NA,NA,NA,,,yes,,,,,,Parkia clade
"Hopkins, H.C., 1986. Parkia (Leguminosae: Mimosoideae). Flora Neotropica, pp.1-123.",NA,Parkia_ulei,Parkia ulei,1,tree,,NA,NA,NA,NA,,capitula,,,1,1.8,NA,cm,NA,NA,NA,NA,,NA,4,10,NA,mm,5,NA,NA,NA,NA,,NA,NA,NA,NA,,,yes,yes,,,NA,2.5,4,NA,mm,NA,NA,0.5,NA,mm,NA,3,5,NA,mm,NA,1,NA,NA,mm,NA,NA,NA,NA,,10,NA,NA,NA,NA,,,Bearing a anther gland,,,,,,Parkia clade
https://onlinelibrary.wiley.com/doi/abs/10.1002/9783527678518.ehg2014020,NA,Pentaclethra_macrophylla,Pentaclethra macrophylla,1,tree,,NA,20,35,NA,m,spikes,Arranged in ample panicles in older trees,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,5,NA,NA,NA,NA,,NA,NA,NA,NA,,yes,,,,campanulate,NA,NA,NA,NA,,NA,NA,,NA,,NA,NA,3,NA,mm,NA,NA,NA,NA,,NA,NA,NA,NA,,10,NA,6,NA,NA,mm,white,,,,,,,Adenanthera clade
"Ribeiro, P.g., 2017. Filogenia molecular do grupo Piptadenia (Leguminosae, Caesalpinioideae, Clado Mimosoide) e taxonomia do gênero Piptadenia Benth.",NA,Piptadenia_adiantoides,Piptadenia fruticosa,1,"liana, shrub",,NA,2,16,NA,m,spikes,spikes in pseudoracemes,,49,130,NA,mm,NA,6,7,9,mm,NA,9,18,NA,mm,5,NA,0.1,0.3,NA,mm,NA,NA,NA,NA,,,,,,,NA,1.6,2,NA,mm,NA,0.1,0.2,NA,mm,NA,3.2,5,NA,mm,NA,1.5,2,NA,mm,NA,NA,NA,NA,,10,NA,4.6,6.3,NA,mm,"cream-colored, greenish-yellow, rarely light pink, red, vinaceous",yes,present,,,,,Mimosa clade
"Ribeiro, P.g., 2017. Filogenia molecular do grupo Piptadenia (Leguminosae, Caesalpinioideae, Clado Mimosoide) e taxonomia do gênero Piptadenia Benth.",NA,Piptadenia_buchtienii,Piptadenia buchtienii,1,Shrub or small tree,,NA,4,10,NA,m,spikes,Mostly in terminal and axillary pseudoracemes,,4,7,NA,mm,NA,7,12,NA,mm,NA,7,12,NA,mm,5,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,NA,0.8,1.3,NA,mm,NA,0.1,0.2,NA,mm,NA,1.8,2.4,NA,mm,NA,0.8,2.2,NA,mm,NA,NA,NA,NA,,10,NA,4,6,NA,mm,red to vinaceous,yes,absent,,,,,Mimosa clade
"Ribeiro, P.g., 2017. Filogenia molecular do grupo Piptadenia (Leguminosae, Caesalpinioideae, Clado Mimosoide) e taxonomia do gênero Piptadenia Benth. Or Borges, LM; Pirani, Flora da Serra do Cipó, 2013",NA,Piptadenia_gonoacantha,Piptadenia gonoacantha,1,tree,,NA,3,20,NA,m,spikes,"terminal pseudoracemes, axillary ",,58,110,NA,mm,4,6,13,NA,mm,NA,3,7,NA,mm,5,NA,NA,NA,NA,,NA,NA,NA,NA,,,,homomorphic,,,NA,0.5,0.7,1,mm,NA,0.1,0.2,NA,mm,1.9,2,2.2,2.3,mm,NA,1.3,1.5,NA,mm,NA,NA,NA,NA,,10,NA,3,3.5,4,mm,"white, yellowish-cream, rarely light pink",yes,,,,,,Mimosa clade
"Ribeiro, P.g., 2017. Filogenia molecular do grupo Piptadenia (Leguminosae, Caesalpinioideae, Clado Mimosoide) e taxonomia do gênero Piptadenia Benth.",NA,Piptadenia_paniculata,Piptadenia paniculata,1,tree,,NA,6,20,NA,m,spikes,"mostly in terminal panicles, mostly in terminal pseudoracemes",,51,53,NA,mm,NA,7,8,NA,mm,NA,6,10,NA,mm,5,NA,0.1,0.3,NA,mm,NA,NA,NA,NA,,,,,,,NA,0.4,0.6,NA,mm,NA,0.1,0.2,NA,mm,NA,1.8,2,NA,mm,NA,1.3,1.5,NA,mm,NA,NA,NA,NA,,10,NA,4,5,NA,mm,greenish-yellow,yes,present,,,,,Mimosa clade
"Ribeiro, P.g., 2017. Filogenia molecular do grupo Piptadenia (Leguminosae, Caesalpinioideae, Clado Mimosoide) e taxonomia do gênero Piptadenia Benth.",NA,Piptadenia_retusa,Piptadenia flava,1,"shrub, tree",,NA,1.5,3,NA,m,spikes,spikes in pseudoracemes,,40,62,NA,mm,NA,6,7,NA,mm,NA,6,8,NA,mm,5,NA,0.05,0.15,NA,mm,NA,NA,NA,NA,,,,,,,NA,1,1.2,NA,mm,NA,0.1,0.2,NA,mm,NA,2.6,3,NA,mm,NA,1.6,2,NA,mm,NA,NA,NA,NA,,10,NA,4.8,5.3,NA,mm,"cream-colored, greenish-yellow, pinkish-red",yes,present,,,,,Mimosa clade
"Ribeiro, P.g., 2017. Filogenia molecular do grupo Piptadenia (Leguminosae, Caesalpinioideae, Clado Mimosoide) e taxonomia do gênero Piptadenia Benth.",NA,Piptadenia_robusta,Piptadenia robusta,1,tree,,NA,20,NA,NA,m,spike,Axillary pseudoraceme,,60,120,NA,mm,NA,8,13,NA,mm,NA,5,12,NA,mm,5,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,campanulate,NA,0.5,1.2,NA,mm,NA,0.1,0.2,NA,mm,NA,1.8,3.1,NA,mm,NA,1.7,2.9,NA,mm,NA,NA,NA,NA,,10,NA,4,6,NA,mm,"white, red, vinaceous",yes,present,,,,,Mimosa clade
,NA,Piptadeniastrum_africanum,Piptadeniastrum africanum,1,tree,,NA,50,NA,NA,m,spiciform racemes,,,40,110,NA,mm,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,yes,present,,,,,Entada clade
,NA,Piptadeniopsis_lomentifera,Piptadeniopsis lomentifera,,,,NA,NA,NA,NA,,,,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,present,,,,,,Dichrostachys clade
Barneby_and_Grimes_1997_Silk_Tree_Guanacaste_Monkey_s_Earring_Part_II_treatment_0011.txt,2025-10-02T20:26:15.163473,Pithecellobium_dulce,Pithecellobium dulce,1,tree,NA,NA,15,18,NA,m,capitula,subspherical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,20,24,mm,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present,present,homomorphic,absent,campanulate or turbinate-campanulate,1.1,1.3,2,2.2,mm,NA,0.1,0.4,0.6,mm,2.5,2.8,4.3,4.6,mm,NA,0.7,1.6,NA,mm,NA,0.7,1.1,NA,mm,(22)26-42,NA,7,10.5,11.5,mm,NA,NA,present,NA,present,NA,NA,Pithecellobium clade
Barneby_and_Grimes_1997_Silk_Tree_Guanacaste_Monkey_s_Earring_Part_II_treatment_0018.txt,2025-10-02T20:30:32.803117,Pithecellobium_furcatum,Pithecellobium furcatum,1,trees and arborescent shrubs,NA,3,NA,12,NA,m,spikes,capituliforme,NA,4,12,NA,mm,NA,NA,NA,NA,NA,0.4,NA,3,NA,cm,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,homomorphic,NA,cylindric or cylindro-campanulate,4.5,4.5,7.5,7.5,mm,0.6,0.6,1.5,1.5,mm,8,8,12,12,mm,1.7,1.7,2.5,2.5,mm,1.2,1.2,2,2,mm,36-62,NA,31,46,NA,mm,NA,NA,present,NA,present,NA,absent,Pithecellobium clade
Queiroz 2009 Leguminosas da Caatinga https://www.dropbox.com/scl/fi/qk6ey4zpxofau9h5s2n0j/Queiroz-2009-Leguminosas-da-Caatinga.pdf?rlkey=3rqc8r1orviabyippll3bjvcg&e=1&dl=0,NA,Pityrocarpa_moniliformis,Piptadenia moniliformis,1,tree,,NA,4,8,NA,m,spike,,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,5,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,,,Stryphnodendron clade
,NA,Pityrocarpa_obliqua,Piptadenia obliqua,1,"shrubs, trees",,NA,1.5,5,NA,m,,,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,NA,1.1,1.3,NA,mm,NA,NA,,NA,,NA,2.3,3,NA,mm,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,5,7,NA,mm,greenish-white,,,,,,,Stryphnodendron clade
"Lewis GP, Lima MPM (1991) Pseudopiptadenia Rauschert no Brasil (Leguminosae- Mimosoideae). Arquivos do Jardim Botânico do Rio de Janeiro 30: 43-68 https://www.dropbox.com/scl/fi/50rgg6qmq8nrzzpezuh21/Lewis_et_Lima-1991-Pseudopiptadenia-no-Brasil.pdf?rlkey=xoiy677mwurzz20y2tv0tpveg&e=1&dl=0",NA,Pityrocarpa_schumanniana,Pseudopiptadenia schumanniana,1,tree,,NA,10,22,NA,m,spike,,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,5,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,10,NA,NA,NA,NA,,,present,,,,,,Stryphnodendron clade
"Warwick, M. C., & Lewis, G. P. (2003). Revision of Plathymenia (Leguminosae–Mimosoideae). Edinburgh Journal of Botany, 60(2), 111-119.",NA,Plathymenia_reticulata,Plathymenia reticulata,1,tree,,NA,12,40,NA,m,"axillary, racemose, erect",,,65,110,NA,mm,NA,NA,NA,NA,,NA,NA,NA,NA,,5,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,NA,2,4,NA,mm,NA,NA,,NA,,NA,3,4.5,NA,mm,NA,0.9,1.2,NA,mm,NA,NA,NA,NA,,10,NA,5,7,NA,mm,white,yes,,,,,,Newtonia grade
"BURKART, A. (1964). Leguminosas nuevas o críticas, VI. Darwiniana, 13(2/4), 428-448 https://www.dropbox.com/scl/fi/wenj1w0aownm1ecfseyqu/BURKART-Leguminosasnuevascrticas-1964.pdf?rlkey=7lpo7ju5qy3m46noslgis2eb3&e=1&dl=0",NA,Prosopidastrum_mexicanum,Prosopidastrum mexicanum,1,shrubs,,NA,0.5,1,NA,m,capitula,globose,,NA,NA,NA,,NA,NA,NA,NA,,NA,2.2,3,NA,cm,5,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,,NA,NA,,NA,,NA,5.5,NA,NA,mm,NA,NA,NA,NA,,NA,NA,NA,NA,,10,NA,NA,NA,NA,,,yes,,,,,,Dichrostachys clade
"Burkart, A. (1976). A monograph of the genus Prosopis (Leguminosae subfam. Mimosoideae). Journal of the Arnold arboretum, 450-525.",NA,Prosopis_farcta,Prosopis farcta,1,"shrubs, subshrubs, sometimes shrub-trees",,0.3,0.8,2,3,m,"racemes simple, elongate",,,40,120,NA,mm,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,1,NA,NA,NA,mm,NA,NA,,NA,,NA,3.5,4,NA,mm,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,4,5,NA,mm,,yes,,,,,,Prosopis clade
Barneby_and_Grimes_1996_Silk_Tree_Guanacaste_Monkey_s_Earring_Part_I_treatment_0148.txt,2025-10-02T20:13:02.798748,Pseudalbizzia_decandra,Albizia decandra,1,Trees,NA,20,NA,30,NA,m,capitula,Hemispherical or subglobose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,19,NA,mm,5- or 6-merous,0.1,NA,1.2,NA,mm,NA,NA,NA,NA,NA,NA,NA,yes,NA,campanulate,NA,1,1.2,NA,mm,NA,0.1,0.2,NA,mm,NA,3.6,3.8,NA,mm,NA,1.3,2,NA,mm,NA,0.8,1,NA,mm,10(15),11,11,17,17,mm,NA,NA,present,present,NA,NA,absent,Jupunba clade
Barneby_and_Grimes_1996_Silk_Tree_Guanacaste_Monkey_s_Earring_Part_I_treatment_0130.txt,2025-10-02T20:01:30.917705,Pseudalbizzia_sinaloensis,Albizia sinaloensis,1,trees,NA,NA,NA,20,NA,m,capitula,subhemispherical,NA,1.5,NA,NA,mm,NA,NA,NA,NA,NA,NA,10,35,NA,mm,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,homomorphic,NA,turbinate-campanulate,NA,2,2,NA,mm,NA,0.5,0.5,NA,mm,NA,3.8,3.8,NA,mm,NA,0.9,1,NA,mm,NA,0.7,0.7,NA,mm,36,NA,5,5.5,NA,mm,NA,NA,present,present,NA,NA,,Jupunba clade
Barneby_and_Grimes_1996_Silk_Tree_Guanacaste_Monkey_s_Earring_Part_I_treatment_0129.txt,2025-10-02T20:00:52.340961,Pseudalbizzia_tomentosa,Albizia tomentosa,1,trees,NA,NA,5,25,30,m,capitula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,26,NA,mm,5-merous(some terminal flower 6-merous),0,0.3,0.8,NA,mm,0.3,NA,0.6,NA,mm,NA,NA,yes,NA,"turbinate, broadly campanulate",1.4,1.4,2.4,3,mm,0.2,0.2,0.5,0.6,mm,3,4,5,5.7,mm,1.1,1.1,1.8,1.8,mm,NA,0.65,1.1,NA,mm,18-32,NA,9.5,17,NA,mm,white,NA,present,present,NA,NA,,Jupunba clade
"Brenan, J. P. M. (1959). Mimosoideae. In: Fl. Trop. East Africa. Hubbard & Milne-Redhead ou https://www.biodiversitylibrary.org/item/714#page/469/mode/1up",NA,Pseudoprosopis_fischeri,Pseudoprosopis fischeri,1,"shrub, tree",,NA,3,6,NA,m,,,NA,20,40,130,mm,NA,NA,NA,NA,,NA,3,10,NA,mm,,NA,1.5,5,7,mm,NA,NA,NA,NA,,,,,,,NA,1,1.5,NA,mm,NA,NA,,NA,,NA,3.5,5,NA,mm,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,5,8,NA,mm,,present,,,,,,Adenanthera clade
Barneby_and_Grimes_1996_Silk_Tree_Guanacaste_Monkey_s_Earring_Part_I_treatment_0138.txt,2025-10-02T20:06:45.492122,Pseudosamanea_carbonaria,Albizia carbonaria,1,Trees,NA,NA,4,6,30,m,capitula,umbelliform,NA,11,16,NA,mm,NA,NA,NA,NA,NA,NA,1.8,4.6,NA,cm,5-merous,1.5,NA,4,NA,mm,NA,NA,NA,NA,NA,NA,NA,yes,NA,narrowly campanulate,2.3,2.5,3.5,NA,mm,0.6,0.6,1.2,1.2,mm,4,4.4,6.4,NA,mm,1.1,1.4,2.1,NA,mm,NA,NA,NA,NA,NA,19-24,NA,13,16.5,NA,mm,white,NA,present,present,NA,NA,,
Barneby_and_Grimes_1996_Silk_Tree_Guanacaste_Monkey_s_Earring_Part_I_treatment_0070.txt,2025-10-02T19:23:10.776031,Pseudosamanea_guachapele,Pseudosamanea guachapele,1,trees,NA,8,NA,25,30,m,capitula,umbelliform,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,3,7.5,8.5,cm,5-merous or randomly 6-7-merous,11,11,22,NA,mm,0.3,0.3,0.5,0.65,mm,NA,NA,yes,NA,"narrowly campanulate or vase-shaped from turbinate base, cylindrocampanulate",4,4.5,7,NA,mm,0.6,0.8,1.9,NA,mm,NA,9.5,11,NA,mm,NA,1,3,NA,mm,NA,NA,NA,NA,NA,(16)18-31(terminal flowers 54 -100),24,30,42,NA,mm,white,NA,present,present,NA,NA,,
"Rico-Arce, L. 2007. American species of Acacia. Conabio. ",NA,Pseudosenegalia_feddeana,Senegalia feddeana,,,,NA,NA,NA,NA,,,,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,absent,,,,,,Senegalia grade
Barneby_and_Grimes_1996_Silk_Tree_Guanacaste_Monkey_s_Earring_Part_I_treatment_0044.txt,2025-10-02T19:07:00.606874,Punjuba_lehmannii,Abarema lehmannii,1,Macrophyllidious trees,NA,NA,7,12,NA,m,spikes,NA,,5,13,NA,cm,NA,NA,NA,NA,NA,NA,1.5,3.5,NA,cm,5-merous,NA,NA,0.3,NA,mm,NA,NA,NA,NA,NA,NA,NA,homomorphic,NA,campanulate,NA,1.3,3,3.4,mm,0.2,NA,0.8,NA,mm,4,4.5,7,NA,mm,0.8,NA,1.5,NA,mm,0.55,NA,1.1,NA,mm,40-45,NA,9.5,11,NA,mm,NA,NA,present,NA,NA,NA,,Jupunba clade
"MESQUITA, A.D.L., 1990. Revisão taxonômica do gênero Enterolobium Mart.(Mimosoideae) para a região Neotropical.",NA,Robrichia_schomburgkii,Enterolobium schomburgkii,1,tree,,NA,NA,NA,NA,,capitula,,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,dimorphic,,,2.3,2.5,3.3,3.5,mm,NA,NA,,NA,,3.2,3.5,5.2,NA,mm,NA,NA,NA,NA,,NA,NA,NA,NA,,10,NA,NA,NA,NA,,,absent,,,,,present,Inga clade
Barneby_and_Grimes_1996_Silk_Tree_Guanacaste_Monkey_s_Earring_Part_I_treatment_0072.txt,2025-10-02T19:24:24.798126,Samanea_saman,Samanea saman,1,tree,NA,NA,25,30,50,m,capitula,hemispherical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,4,8.5,NA,cm,5(6)9-merous,1,1,3.5,5.5,mm,0.3,0.3,0.6,0.7,mm,NA,NA,yes,NA,slenderly vase-shaped,4.4,4.8,7,10.2,mm,0.6,1,1.3,1.6,mm,9,9.5,13,14.5,mm,1.4,1.4,3.7,NA,mm,1,1,1.7,3.5,mm,(18-)21-30(32) or 50-80 on terminal flowers,26,28,37,42,mm,"white proximally, pink or red distally",NA,present,NA,NA,NA,,Samanea clade
"Maslin, B. 2001. Flora of Australia, Mimosaceae, Acacia.",NA,Senegalia_burkei,Acacia burkei,,,,NA,NA,NA,NA,,,,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,,,
"Maslin, B. 2001. Flora of Australia, Mimosaceae, Acacia.",NA,Senegalia_caffra,Acacia caffra,,,,NA,NA,NA,NA,,,,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,,,
flora_australia_11a_mimosaceae_acacia_1_2_treatment_0013.txt,2025-10-02T21:36:39.702721,Senegalia_chundra,Acacia catechu var. sundra,,Tree,NA,NA,NA,6,NA,m,spicate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cupular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
"Maslin, B. 2001. Flora of Australia, Mimosaceae, Acacia.",NA,Senegalia_erythrocalyx,Acacia erythrocalyx,,,,NA,NA,NA,NA,,,,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,,,
"Maslin, B. 2001. Flora of Australia, Mimosaceae, Acacia.",NA,Senegalia_gaumeri,Acacia gaumeri,,,,NA,NA,NA,NA,,,,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,,,
"Maslin, B. 2001. Flora of Australia, Mimosaceae, Acacia.",NA,Senegalia_gilliesii,Acacia furcatispina,,,,NA,NA,NA,NA,,,,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,,,
"Maslin, B. 2001. Flora of Australia, Mimosaceae, Acacia.",NA,Senegalia_interior,Acacia interior,,,,NA,NA,NA,NA,,,,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,,,
"Maslin, B. 2001. Flora of Australia, Mimosaceae, Acacia.",NA,Senegalia_intsia,Acacia caesia,,,,NA,NA,NA,NA,,,,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,,,
"Maslin, B. 2001. Flora of Australia, Mimosaceae, Acacia.",NA,Senegalia_kraussiana,Acacia kraussiana,,,,NA,NA,NA,NA,,,,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,,,
"Maslin, B. 2001. Flora of Australia, Mimosaceae, Acacia.",NA,Senegalia_laeta,Acacia laeta,,,,NA,NA,NA,NA,,,,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,,,
"Maslin, B. 2001. Flora of Australia, Mimosaceae, Acacia.",NA,Senegalia_macrostachya,Acacia macrostachya,,,,NA,NA,NA,NA,,,,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,,,
"Maslin, B. 2001. Flora of Australia, Mimosaceae, Acacia.",NA,Senegalia_pennata,Acacia horrida,,,,NA,NA,NA,NA,,,,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,,,
"Maslin, B. 2001. Flora of Australia, Mimosaceae, Acacia.",NA,Senegalia_persiciflora,Acacia persiciflora,,,,NA,NA,NA,NA,,,,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,,,
"Maslin, B. 2001. Flora of Australia, Mimosaceae, Acacia.",NA,Senegalia_praecox,Acacia praecox,,,,NA,NA,NA,NA,,,,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,,,
