"filename","created_at","taxon","taxon_original","method","habit","root_system","height_min","height_low","height_high","height_max","height_unit","inflorescence_type","inflorescence_shape","inflorescence_length_min","inflorescence_length_low","inflorescence_length_high","inflorescence_length_max","inflorescence_length_unit","inflorescence_width_min","inflorescence_width_low","inflorescence_width_high","inflorescence_width_max","inflorescence_width_unit","inflorescence_peduncle_length_min","inflorescence_peduncle_length_low","inflorescence_peduncle_length_high","inflorescence_peduncle_length_max","inflorescence_peduncle_length_unit","flower_merosity","pedicel_length_min","pedicel_length_low","pedicel_length_high","pedicel_length_max","pedicel_length_unit","pedicel_width_min","pedicel_width_low","pedicel_width_high","pedicel_width_max","pedicel_width_unit","bisexual_flowers_presence","male_flowers_presence","heteromorphic_flower_presence","sterile_flower_presence","calyx_shape","calyx_length_min","calyx_length_low","calyx_length_high","calyx_length_max","calyx_length_unit","calyx_lobe_length_min","calyx_lobe_length_low","calyx_lobe_length_high","calyx_lobe_length_max","calyx_lobe_length_unit.","corolla_length_min","corolla_length_low","corolla_length_high","corolla_length_max","corolla_length_unit","corolla_lobe_length_min","corolla_lobe_length_low","corolla_lobe_length_high","corolla_lobe_length_max","corolla_lobe_length_unit","corolla_lobe_width_min","corolla_lobe_width_low","corolla_lobe_width_high","corolla_lobe_width_max","corolla_lobe_width_unit","stamen_count","filament_length_min","filament_length_low","filament_length_high","filament_length_max","filament_length_unit","filament_color","anther_gland_presence","stemonozone_presence","stamen_tube_presence","staminal_tube_presence","intrastaminal_nectary_presence","nectary_presence","obs"
"Du Puy, D.J., Labat, N.-N., Rabevohitra, R., Villiers, J.-F., Bosser, J. & Moat, J. (2002). The Leguminosae of Madagascar: 1-737. Royal Botanic Gardens, Kew.",NA,"Albizia_commiphoroides","Albizia commiphoroides","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Sushil has a copy (downloaded a paper that describes the Pseudosamanea guachapele (kunth) Harms which is a synonym",NA,"Pseudosamanea_guachapele","Albizia guachapele","","tree","",NA,20,30,NA,"m","pedunculate, umbellate","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","5",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,6,7,NA,"",NA,NA,"",NA,"",NA,9,10,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"",NA,"Albizia_gummifera","Albizia gummifera","","tree","",NA,NA,30,NA,"m","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,6,7,NA,"","",NA,0.25,0.75,1,"",NA,NA,NA,NA,"","","","","","",NA,2.5,5,NA,"",NA,NA,"",NA,"",NA,6.5,12,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","white, crimson","","","","","","",NA
"Nielsen, I.C. (1992). Mimosaceae (Leguminosae-Mimosoideae). Flora Malesiana - Series 1, Spermatophyta, 11(1), 1‚Äö√Ñ√¨226.",NA,"Albizia_kostermansii","Albizia kostermansii","","tree","",30,NA,NA,NA,"","pedunculate glomerules","pedunculate glomerules aggregated into terminal, shortly, tomentose panicles","",NA,NA,NA,"",NA,NA,NA,NA,"",10,15,17,25,"","5",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,1.8,2,NA,"",NA,0.1,"0.2",NA,"",NA,5.5,6.2,NA,"",NA,1.5,2,NA,"",NA,NA,NA,NA,"","",NA,15,NA,NA,"","","","","","","","",NA
"Barneby, R.C. and Grimes, J., 1996. Silk tree, guanacaste, monkey's earring: a generic system of the synandrous Mimosaceae of the Americas. Part I. Abarema, Albizia, and allies. Memoirs of the New York Botanical Garden, 74(1).",NA,"Samanea_saman","Albizia saman","","tree","",NA,NA,60,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Du Puy, D.J., Labat, N.-N., Rabevohitra, R., Villiers, J.-F., Bosser, J. & Moat, J. (2002). The Leguminosae of Madagascar: 1-737. Royal Botanic Gardens, Kew.",NA,"Albizia_tulearensis","Albizia tulearensis","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Altschul, S., 1964. A taxonomic study of the genus Anadenanthera. Contributions from the Gray Herbarium of Harvard University, (193), pp.3-65.",NA,"Anadenanthera_peregrina","Anadenanthera peregrina","","tree","",NA,3,27,NA,"m","globose-capitate","","",NA,NA,NA,"",NA,10,18,NA,"",NA,15,40,NA,"","5",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,0.5,3,NA,"",NA,NA,"",NA,"",NA,2,3.5,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","10",NA,5,8,NA,"","off-white, golden red","no","","","","","",NA
"???? Nielsen, I., Baretta‚Äö√Ñ√¨Kuipers, T., & Guinet, P. (1984). The genus Archidendron (Leguminosae‚Äö√Ñ√¨Mimosoideae). Nordic Journal of Botany, 4(6), 770-770.",NA,"Archidendron_chevalieri","Archidendron chevalieri","","tree","",NA,NA,3.5,NA,"m","panicled, pedunculate","terminal or axillary, narrow panicled, peduncle","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,11,20,NA,"","5",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,2.5,3,NA,"",NA,NA,"",NA,"",NA,5,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","46",NA,15,NA,NA,"","","","","","","","",NA
"Nielsen, I.C. (1992). Mimosaceae (Leguminosae-Mimosoideae). Flora Malesiana - Series 1, Spermatophyta, 11(1), 1‚Äö√Ñ√¨226.",NA,"Archidendron_ellipticum","Archidendron ellipticum","","tree, shrub","",NA,9,20,NA,"m","terminal and axillary at the distal leaves, consisting of pedunculate glomerules","terminal and axillary at the distal leaves, consisting of pedunculate glomerules aggregated into panicles","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","5",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,1.5,5,NA,"",NA,0.5,"1",NA,"",NA,4.5,9,NA,"",NA,2,4,NA,"",NA,NA,NA,NA,"","",6,NA,NA,NA,"","white","","","","","","",NA
"Nielsen, I.C. (1992). Mimosaceae (Leguminosae-Mimosoideae). Flora Malesiana - Series 1, Spermatophyta, 11(1), 1‚Äö√Ñ√¨226.",NA,"Archidendron_glabrum","Archidendron glabrum","","shrub, tree","",NA,NA,7,NA,"m","long, slender, racemes","","200-700",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","5",NA,18,27,NA,"",NA,NA,NA,NA,"","","","","","",NA,2,3,4,"",NA,NA,"1",NA,"",NA,6,9,NA,"",NA,2,4,NA,"",NA,NA,NA,NA,"","",NA,15,20,NA,"","white","","","","","","",NA
"???? Nielsen, I., Baretta‚Äö√Ñ√¨Kuipers, T., & Guinet, P. (1984). The genus Archidendron (Leguminosae‚Äö√Ñ√¨Mimosoideae). Nordic Journal of Botany, 4(6), 770-770.",NA,"Archidendron_glomeriflorum","Archidendron glomeriflorum","","tree, shrub","",NA,NA,5,NA,"m","pedunculate","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,30,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,1.3,NA,NA,"",NA,NA,"0.3",NA,"",NA,4,NA,NA,"",NA,2,2.5,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Nielsen, I.C. (1992). Mimosaceae (Leguminosae-Mimosoideae). Flora Malesiana - Series 1, Spermatophyta, 11(1), 1‚Äö√Ñ√¨226.",NA,"Archidendron_jiringa","Archidendron jiringa","","shrub, tree","",NA,NA,21,NA,"m","consisting of glomerules or small spikes","consisting of glomerules or small spikes aggregated into panicles","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","5",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,1,2,NA,"",NA,0.2,"0.3",NA,"",NA,4,5,NA,"",NA,2,NA,NA,"",NA,NA,NA,NA,"","",NA,8,10,NA,"","","","","","","","",NA
"Nielsen, I.C. (1992). Mimosaceae (Leguminosae-Mimosoideae). Flora Malesiana - Series 1, Spermatophyta, 11(1), 1‚Äö√Ñ√¨226.",NA,"Archidendron_ptenopum","Archidendron ptenopum","","tree","",NA,9,13.5,NA,"m","consisting of simple or once-branched pedunculate umbles or corymbs","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","5",NA,4,5,NA,"",NA,NA,NA,NA,"","","","","","",3,NA,NA,NA,"",NA,NA,"",NA,"",NA,9,12.5,NA,"",NA,5,7,NA,"",NA,NA,NA,NA,"","",NA,15,17,NA,"","white","","","","","","",NA
"???? Nielsen, I., Baretta‚Äö√Ñ√¨Kuipers, T., & Guinet, P. (1984). The genus Archidendron (Leguminosae‚Äö√Ñ√¨Mimosoideae). Nordic Journal of Botany, 4(6), 770-770.",NA,"Archidendron_robinsonii","Archidendron robinsonii","","tree","",NA,8,9,NA,"m","panicled head","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,10,15,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,4.5,7,NA,"",NA,NA,"",NA,"",NA,9,12,15,"",NA,4,5,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Nielsen, I.C. (1992). Mimosaceae (Leguminosae-Mimosoideae). Flora Malesiana - Series 1, Spermatophyta, 11(1), 1‚Äö√Ñ√¨226.",NA,"Archidendron_scutiferum","Archidendron scutiferum","","tree, shrub","",NA,NA,20,NA,"m","consisting of pedunculate glomerules","consisting of pedunculate glomerules, aggregated into panicles","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","5",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,1.2,2.5,NA,"",NA,0.2,"0.5",NA,"",NA,4,6,NA,"",NA,2,2.8,NA,"",NA,NA,NA,NA,"","",NA,5,10,NA,"","white","","","","","","",NA
"???? Nielsen, I., Baretta‚Äö√Ñ√¨Kuipers, T., & Guinet, P. (1984). The genus Archidendron (Leguminosae‚Äö√Ñ√¨Mimosoideae). Nordic Journal of Botany, 4(6), 770-770.",NA,"Archidendron_utile","Archidendron utile","","shrubs, rarely trees","",NA,1,2,NA,"m","panicled head","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,1.5,3,NA,"",NA,NA,"",NA,"",NA,6,8,NA,"",NA,1.5,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Leroy, J.-F. & Mackee, H.S. (eds.) (1983). Flore de la Nouvelle-Calédonie et Dépendances 12: 1-139. Muséum National d'Histoire Naturelle, Paris.",NA,"Archidendropsis_fournieri","Archidendropsis fournieri","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Nielsen, I., Guinet, P. and Baretta‚Äö√Ñ√¨Kuipers, T. (1983). Studies in the Malesian, Australian and Pacific Ingeae (Leguminosae ‚Äö√Ñ√¨ Mimosoideae): the genera Archidendropsis, Wallaceodendron,Paraserianthes, Pararchidendron and Serianthes (parts 1 and 2). Bulletin du Museum national d‚Äö√Ñ√¥histoire naturelle Paris, ser 4, 5 Sect. B, Adansonia 3 & 4, 303‚Äö√Ñ√¨329, 335‚Äö√Ñ√¨360.",NA,"Archidendropsis_granulosa","Archidendropsis granulosa","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Bull. Soc. Bot. France 80: 466 (1933)",NA,"Aubrevillea_kerstingii","Aubrevillea kerstingii","","tree","",NA,NA,NA,NA,"","racemes","Spiciform racemes","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,0.7,1.3,NA,"",NA,NA,NA,NA,"","","","","","",NA,0.7,1,NA,"",NA,NA,"",NA,"",NA,2.5,3,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","8",NA,NA,NA,NA,"","","","","","","","",NA
"Barneby, R., 1998. Calliandra. Silk tree, Guanacaste, Monkeys Earring. A generic system for the Synandrous Mimosaceae of the Americas. Mem. New York Bot. Gard, 74(3), pp.1-223.",NA,"Calliandra_brevicaulis","Calliandra brevicaulis","","herbaceous subshrubs, subherbaceous subshrubs","",NA,NA,NA,NA,"","capiula cymose-umbilliform","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,25,105,NA,"","5-7",NA,5,26,NA,"",NA,NA,NA,NA,"","","","","","",NA,3,5.2,6,"",0.4,0.8,"1.4",NA,"",NA,8.2,9,14,"",NA,2.5,4.5,NA,"",NA,NA,NA,NA,"","34",NA,45,60,70,"","","no","","","","","",NA
"Barneby, R., 1998. Calliandra. Silk tree, Guanacaste, Monkeys Earring. A generic system for the Synandrous Mimosaceae of the Americas. Mem. New York Bot. Gard, 74(3), pp.1-223.",NA,"Calliandropsis_nervosa","Calliandropsis nervosus","","shrub","",NA,NA,1,NA,"m","","","",NA,NA,NA,"",NA,NA,NA,NA,"",0.5,1,7,14,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,1,3,NA,"",NA,NA,"",NA,"",NA,2.5,5,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","5",NA,6,8,12,"","white, pink","no","","","","","",NA
"Bull. Soc. Bot. France 80: 467 (1933)",NA,"Calpocalyx_aubrevillei","Calpocalyx aubrevillei","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"First published in Bull. Misc. Inform. Kew 1933: 172 (1933)",NA,"Calpocalyx_cauliflorus","Calpocalyx cauliflorus","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"H.G.A.Engler & K.A.E.Prantl, Nat. Pflanzenfam., Nachtr. 1: 191 (1897)",NA,"Calpocalyx_dinklagei","Calpocalyx dinklagei","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Bull. Misc. Inform. Kew 1932: 101 (1932)",NA,"Chidlowia_sanguinea","Chidlowia sanguinea","","tree","",NA,NA,NA,NA,"","panicles","","± 250",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","5",NA,3,3.5,NA,"",NA,NA,NA,NA,"","","","","","",NA,2,NA,NA,"",NA,NA,"",NA,"",NA,6,7,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","10",NA,25,NA,NA,"","","","","","","","yes",NA
"Barneby, R.C. and Grimes, J., 1997. Silk tree, Monkey's earring: A generic system for the synandrous Mimosaceae of the Americas. Part II. Pithecellobium, Cojoba and Zygia. Mem. New York Bot. Gard, 74, pp.1-149.",NA,"Cojoba_graciliflora","Cojoba recordii","","shrubs, tree","",NA,1,15,NA,"m","capitula","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,30,76,NA,"","5",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,2.5,5,NA,"",NA,0.25,"0.75",NA,"",NA,9,16,NA,"",NA,0.75,2,NA,"",NA,NA,NA,NA,"","21",NA,10,25,NA,"","","","","","","","",NA
"H.G.A.Engler & K.A.E.Prantl, Nat. Pflanzenfam., Nachtr. 1: 192 (1897)",NA,"Cylicodiscus_gabunensis","Cylicodiscus gabunensis","","tree","",NA,60,96,NA,"m","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,1,NA,NA,"",NA,NA,"",NA,"",NA,2,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","yes","","","","","",NA
"Luckow, M. (1993). Monograph of Desmanthus (leguminosae-mimosoideae). Systematic Botany Monographs, 1-166.",NA,"Mezcala_balsensis","Desmanthus balsensis","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Luckow, M. (1993). Monograph of Desmanthus (leguminosae-mimosoideae). Systematic Botany Monographs, 1-166.",NA,"Desmanthus_fruticosus","Desmanthus fruticosus","","shrub, small tree","",NA,1,4,NA,"m","heads, very short spikes","","12-23",NA,NA,NA,"",NA,NA,NA,NA,"",NA,13,40,NA,"","5",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,1,4.8,NA,"",NA,0.25,"0.5",NA,"",NA,2.3,5.8,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","8",NA,6,20,NA,"","white","no","","","","","",NA
"",NA,"Entada_elephantina","Elephantorrhiza elephantina","","geoxylic suffrutex","",NA,NA,NA,NA,"","raceme","axillary spiciform raceme usually confined to the lower part of the stem","(20-)40-80(-120)",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",1.5,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,1.75,NA,NA,"",NA,NA,"",NA,"",NA,2.75,3.75,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,6.5,NA,NA,"","","","","","","","",NA
"",NA,"Entada_goetzei","Elephantorrhiza goetzei","","shrub, tree","",1,4,7,NA,"m","raceme","spiciform raceme","(20-)50-200(-230)",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",1,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,1.5,1.75,NA,"",NA,NA,"",NA,"",NA,2.5,3,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,4.5,NA,NA,"","","","","","","","",NA
"MESQUITA, A.D.L., 1990. Revis‚àö¬£o taxon√ã√Ö√Æica do g‚àö‚Ñ¢nero Enterolobium Mart.(Mimosoideae) para a regi‚àö¬£o Neotropical.",NA,"Enterolobium_barnebianum","Enterolobium barnebianum","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"MESQUITA, A.D.L., 1990. Revis‚àö¬£o taxon√ã√Ö√Æica do g‚àö‚Ñ¢nero Enterolobium Mart.(Mimosoideae) para a regi‚àö¬£o Neotropical.",NA,"Robrichia_schomburgkii","Enterolobium schomburgkii","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"MESQUITA, A.D.L., 1990. Revis‚àö¬£o taxon√ã√Ö√Æica do g‚àö‚Ñ¢nero Enterolobium Mart.(Mimosoideae) para a regi‚àö¬£o Neotropical.",NA,"Enterolobium_timbouva","Enterolobium timbouva","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Rev. Bot. Appl. Agric. Trop. 14: 876 (1934)",NA,"Faidherbia_albida","Faidherbia albida","","tree","",NA,30,NA,NA,"m","spike","slender","40-140",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","5",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,1,1.7,NA,"",NA,NA,"",NA,"",NA,3,3.5,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Barneby, R.C. and Grimes, J., 1996. Silk tree, guanacaste, monkey's earring: a generic system of the synandrous Mimosaceae of the Americas. Part I. Abarema, Albizia, and allies. Memoirs of the New York Botanical Garden, 74(1).",NA,"Falcataria_falcata","Falcataria moluccana","","tree","",NA,15,35,NA,"m","spikes","panicle of spikes","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","5 (6)",0,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,2.2,2.9,NA,"",NA,15,"40",NA,"",NA,6,7.2,NA,"",NA,2.4,4,NA,"",NA,1.4,2.1,NA,"","84",NA,14,18,NA,"","","","","","","","",NA
"Pennington, T.D., 1997. The genus Inga: botany. Royal Botanic Gardens Kew.",NA,"Inga_adenophylla","Inga adenophylla","","tree","",NA,NA,NA,NA,"","spike","axillary, a congested spike","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,40,80,NA,"","",NA,0,0.5,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,1.5,"2.5",NA,"",NA,NA,NA,NA,"",NA,3,4,NA,"",NA,NA,NA,NA,"","45",NA,25,NA,NA,"","","","","","","","",NA
"Pennington, T.D., 1997. The genus Inga: botany. Royal Botanic Gardens Kew.",NA,"Inga_alba","Inga aggregata","","tree","",NA,NA,NA,NA,"","spike","axillary, often clustered on short leafless axillary shoots, congested spike","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,4,20,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"0.25",NA,"",NA,NA,NA,NA,"",NA,0.5,1,NA,"",NA,NA,NA,NA,"","25",NA,4.5,6,NA,"","","","","","","","",NA
"Pennington, T.D., 1997. The genus Inga: botany. Royal Botanic Gardens Kew.",NA,"Inga_oerstediana","Inga endlicheri","","tree","",NA,NA,NA,NA,"","spike","axillary, often clustered at the apex, or in the axils of undeveloped leaves on axillary shoots, a congested spike","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,20,70,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,0.5,"1",NA,"",NA,NA,NA,NA,"",NA,2,3,NA,"",NA,NA,NA,NA,"","60",NA,15,20,NA,"","","","","","","","",NA
"Mem. New York Bot. Gard. 64: 203 (1990)",NA,"Jacqueshuberia_brevipes","Jacqueshuberia brevipes","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Brittonia 37: 294 (1985)",NA,"Jacqueshuberia_loretensis","Jacqueshuberia loretensis","","Tree","",20,NA,NA,NA,"m","Terminal","compound-racemose","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,18,25,NA,"",NA,NA,NA,NA,"","","","","","",NA,3.5,7,NA,"",NA,NA,"",NA,"",NA,8,8.5,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,26,55,NA,"","red","","","","","","",NA
"Du Puy, D.J., Labat, N.-N., Rabevohitra, R., Villiers, J.-F., Bosser, J. & Moat, J. (2002). The Leguminosae of Madagascar: 1-737. Royal Botanic Gardens, Kew.",NA,"Lemurodendron_capuronii","Lemurodendron capuronii","","tree","",30,NA,NA,NA,"m","spike","panicle","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,1.25,1.5,NA,"",NA,NA,"",NA,"",NA,3.3,4,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","10",NA,4.5,7,NA,"","","yes","","","","","",NA
"Hughes, C., 1998. Monograph of Leucaena (Leguminosae-Mimosoideae).",NA,"Leucaena_cuspidata","Leucaena cuspidata","","tree","",NA,2,4,6,"m","capitula","","",NA,NA,NA,"",NA,13,16,NA,"",NA,26,36,NA,"","5",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,2.5,3,NA,"",NA,NA,"",NA,"",NA,3.8,4.2,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","10",NA,5.5,7.5,NA,"","pale creamy white","","","","","","",NA
"Hughes, C., 1998. Monograph of Leucaena (Leguminosae-Mimosoideae).",NA,"Leucaena_esculenta","Leucaena esculenta","","tree","",3,10,15,20,"m","capitula","","",NA,NA,NA,"",NA,25,28,NA,"",NA,25,30,NA,"","5",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,2.6,4,NA,"",NA,NA,"",NA,"",NA,4.2,5.5,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","10",NA,12,13.8,NA,"","white","","","","","","",NA
