taxon,taxon_coded,filename,created_at,phylogeny,habit,root_system,height_min,height_low,height_high,height_max,height_unit,extrafloral_nectaries_presence,extrafloral_nectaries_location,extrafloral_nectary_length_min,extrafloral_nectary_length_low,extrafloral_nectary_length_high,extrafloral_nectary_length_max,extrafloral_nectary_length_unit,extrafloral_nectary_width_min,extrafloral_nectary_width_low,extrafloral_nectary_width_high,extrafloral_nectary_width_max,extrafloral_nectary_width_unit,extrafloral_nectary_shape,inflorescence_type,inflorescence_shape,inflorescence_length_min,inflorescence_length_low,inflorescence_length_high,inflorescence_length_max,inflorescence_length_unit,inflorescence_width_min,inflorescence_width_low,inflorescence_width_high,inflorescence_width_max,inflorescence_width_unit,inflorescence_organization,inflorescence_peduncle_length_min,inflorescence_peduncle_length_low,inflorescence_peduncle_length_high,inflorescence_peduncle_length_max,inflorescence_peduncle_length_unit,inflorescence_peduncle_width_min,inflorescence_peduncle_width_low,inflorescence_peduncle_width_high,inflorescence_peduncle_width_max,inflorescence_peduncle_width_unit,flower_merosity,pedicel_length_min,pedicel_length_low,pedicel_length_high,pedicel_length_max,pedicel_length_unit,pedicel_width_min,pedicel_width_low,pedicel_width_high,pedicel_width_max,pedicel_width_unit,calyx_shape,calyx_length_min,calyx_length_low,calyx_length_high,calyx_length_max,calyx_length_unit,calyx_lobe_length_min,calyx_lobe_length_low,calyx_lobe_length_high,calyx_lobe_length_max,calyx_lobe_length_unit,corolla_shape,corolla_length_min,corolla_length_low,corolla_length_high,corolla_length_max,corolla_length_unit,corolla_lobe_length_low,corolla_lobe_length_high,corolla_lobe_length_max,corolla_lobe_length_unit,corolla_lobe_width_min,corolla_lobe_width_low,corolla_lobe_width_high,corolla_lobe_width_max,corolla_lobe_width_unit,stamen_count,filament_length_min,filament_length_low,filament_length_high,filament_length_max,filament_length_unit,filament_color,style_length_min,style_length_low,style_length_high,style_length_max,style_length_unit
Mimosa egregia,Mimosa_egregia,Barneby_1991_Sensitivae_Censitae_treatment_0051.txt,"2025-07-09T11:46:35,432",0,shrubs,,,1.5,4,,m,,,,,,,,,,,,,,pseudoraceme of amentiform spikes,,1,,4,,dm,,,,,,verticillate,,,,,,,,,,,5-merous,,,,,,,,,,,campanulate,0.8,0.8,1,1,mm,0.1,0.1,0.15,0.15,mm,,,2.1,2.4,,mm,,,,,,,,,,10,,4,6,,mm,pale pink fading whitish,,,,,
Mimosa spirocarpa,Mimosa_spirocarpa,Barneby_1991_Sensitivae_Censitae_treatment_0052.txt,"2025-07-09T11:48:09,232",1,shrubs,,,,,,,,,,,,,,,,,,,,fl-spikes,amentiform,6,6,10,10,cm,,4.5,6,,mm,foliate panicle,,,,,,,,,,,5-merous,,,,,,,,,,,campanulate,0.8,0.8,1.6,1.6,mm,0.2,0.2,0.5,0.5,mm,turbinate,,2.2,2.7,,mm,1,1.2,,mm,,0.65,0.8,,mm,10,,5,6.5,,mm,pink fading whitish,,,,,
Mimosa xochipalensis,Mimosa_xochipalensis,Barneby_1991_Sensitivae_Censitae_treatment_0053.txt,"2025-07-09T11:49:23,062",0,arborescent shrubs,,,,5,,m,,,,,,,,,,,,,,pseudoraceme of short pedunculate fl-spikes,,,4,6,,dm,5,5,7,7,mm,,,4,6,,cm,,,,,,4-5-merous,,,,,,,,,,,campanulate low-dentate,1,1,1.5,1.5,mm,,,,,,,2,2,3,3,mm,,,,,,,,,,,,5.5,5.5,,mm,pink,,,,,
Mimosa polyantha,Mimosa_polyantha,Barneby_1991_Sensitivae_Censitae_treatment_0054.txt,"2025-07-09T11:50:38,022",1,shrubs,,1,,3.5,,m,,,,,,,,,,,,,,fl-spikes,,1.5,2,4,6,cm,4.5,4.5,5.5,6,mm,,,,,,,,,,,,4- or 5-merous,,,,,,,,,,,shallowly campanulate or funnel-shaped,,0.4,0.7,0.9,mm,,,,,,turbinate-campanulate,,2.6,3.1,,mm,1.3,1.55,,mm,,,,,,8 or 10,,3.5,7.5,,mm,white or lilac,,,,,
Mimosa distachya,Mimosa_distachya,Barneby_1991_Sensitivae_Censitae_treatment_0055.txt,"2025-07-09T11:51:51,343",1,shrubs,,,,4,,m,,,,,,,,,,,,,,spikes or racemes,,1.5,2,9,,cm,,4.5,6.5,,mm,pseudoracemose,,,,,,,,,,,5-merous,,0,0.8,,mm,,,,,,openly campanulate or turbinate-campanulate,0.4,,1.4,,mm,0.1,,0.3,,mm,turbinately vase-shaped,,2.1,3,,mm,0.9,1.5,,mm,,,,,,10,3,,6,,mm,white or pale pink,,,,,
Mimosa distachya var. distachya,Mimosa_distachya_distachya,Barneby_1991_Sensitivae_Censitae_treatment_0056.txt,"2025-07-09T11:53:04,764",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa distachya var. laxiflora,Mimosa_distachya_laxiflora,Barneby_1991_Sensitivae_Censitae_treatment_0057.txt,"2025-07-09T11:54:14,957",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa distachya var. oligacantha,Mimosa_distachya_oligacantha,Barneby_1991_Sensitivae_Censitae_treatment_0058.txt,"2025-07-09T11:55:24,852",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa distachya var. chamelae,Mimosa_distachya_chamelae,Barneby_1991_Sensitivae_Censitae_treatment_0059.txt,"2025-07-09T11:56:32,949",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa rosei,Mimosa_rosei,Barneby_1991_Sensitivae_Censitae_treatment_0060.txt,"2025-07-09T11:57:43,299",0,Subarborescent shrubs,,,,2,,m,,,,,,,,,,,,,,spikes or spiciform racemes,,2.5,,6.5,,cm,,,,,,paniculate or pseudoraceme,,,,,,,,,,,5-merous,0.1,,1,,mm,,,,,,campanulate,,0.7,0.8,,mm,,,,,,,,2,2.4,,mm,,,,,,,,,,,,,,,,pink,,,,,
Mimosa quitensis,Mimosa_quitensis,Barneby_1991_Sensitivae_Censitae_treatment_0061.txt,"2025-07-09T11:58:56,210",1,arborescent shrubs,,1,,3,,m,,,,,,,,,,,,,,capitula,globose,,,,,,,6.5,8,,mm,pseudoracemose,,10,26,,mm,,,,,,5-merous,,,,,,,,,,,campanulate,1,1,1.4,1.4,mm,,,,,,narrowly vase-shaped,,3.3,3.8,,mm,1.2,1.5,,mm,,0.5,0.85,,mm,10,,4,5,,mm,white or cream colored,,,,,
Mimosa weberbaueri,Mimosa_weberbaueri,Barneby_1991_Sensitivae_Censitae_treatment_0062.txt,"2025-07-09T12:00:07,173",1,shrubs,,,1,2,,m,,,,,,,,,,,,,,capitula,oblong-ellipsoid,,9,14,22,mm,,6,7,,mm,pseudoracemose,,15,25,,mm,,,,,,5-merous,,,,,,,,,,,campanulate,,0.6,1,,mm,,,0.2,,mm,narrowly vase-shaped,,2,3.5,,mm,0.7,1.1,,mm,,0.6,0.8,,mm,10,,4,5,,mm,white,,,,,
Mimosa andina,Mimosa_andina,Barneby_1991_Sensitivae_Censitae_treatment_0063.txt,"2025-07-09T12:01:25,851",1,Arborescent shrubs,,3,,5,,m,,,,,,,,,,,,,,capitula,globose,,,,,,,6,7.5,,mm,,,5,25,,mm,,,,,,5(-6)-merous,,,,,,,,,,,campanulate,1.3,1.3,1.8,1.8,mm,0.15,0.15,0.5,0.5,mm,narrowly funnel-shaped,,2.7,3.2,,mm,0.9,1.3,,mm,,0.5,0.6,,mm,,2.5,3.5,5,,mm,whitish,,,,,
Mimosa montana,Mimosa_montana,Barneby_1991_Sensitivae_Censitae_treatment_0064.txt,"2025-07-09T12:02:43,334",1,subarborescent shrubs,,,1,3,,m,,,,,,,,,,,,,,capitula,globose or plumply ellipsoid,,,,,,,,6,,mm,,,8,21,,mm,,,,,,5-merous,,,,,,,,,,,campanulate,0.5,,2,,mm,,0.15,0.15,,mm,vase-shaped,,1.9,2.3,,mm,1,1,,mm,,0.6,0.6,,mm,10,3,3,4,,mm,white or ochroleucous,,,,,
Mimosa montana var. montana,Mimosa_montana_montana,Barneby_1991_Sensitivae_Censitae_treatment_0065.txt,"2025-07-09T12:03:54,198",2,,,2100,,3100,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa montana var. sandemanii,Mimosa_montana_sandemanii,Barneby_1991_Sensitivae_Censitae_treatment_0066.txt,"2025-07-09T12:05:05,475",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,campanulato,,1.5,2,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa nanchititlana,Mimosa_nanchititlana,Barneby_1991_Sensitivae_Censitae_treatment_0067.txt,"2025-07-09T12:06:18,080",1,shrubs and treelets,,,2,5,,m,,,,,,,,,,,,,,spikes,,,4.5,8.5,,cm,5,5,6,6,mm,,,,,,,,,,,,5-merous,,,,,,,,,,,campanulate,0.7,0.9,1.3,,mm,,0.1,0.2,,mm,,,2,2.6,,mm,0.8,0.9,,mm,,0.4,0.5,,mm,10,,4,4,,mm,white,,,,,
Mimosa aculeaticarpa,Mimosa_aculeaticarpa,Barneby_1991_Sensitivae_Censitae_treatment_0068.txt,"2025-07-09T12:07:36,107",1,shrubs and treelets,,0.5,,5,,m,,,,,,,,,,,,,,capitula,globose,,,,,,4,4.5,7.5,8,mm,pseudoracemose,,5,25,,mm,,,,,,5-merous,,,,,,,,,,,campanulate,1,1,2,2.2,mm,0.05,0.05,0.3,0.3,mm,narrowly vase-shaped,2,2.2,3.5,3.8,mm,0.6,1,,mm,,,,,,10,2.5,2.5,5,5,mm,white,,,,,
Mimosa aculeaticarpa var. biuncifera,Mimosa_aculeaticarpa_biuncifera,Barneby_1991_Sensitivae_Censitae_treatment_0069.txt,"2025-07-09T12:08:56,994",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa galeottii,Mimosa_galeottii,Barneby_1991_Sensitivae_Censitae_treatment_0070.txt,"2025-07-09T12:10:12,871",1,arborescent shrubs,,,2,5,6,m,,,,,,,,,,,,,,capitula,globose or exceptionally oblong-cllipsoid,5,5,7,16,mm,5,5,7,7,mm,pseudoracemose,,10,22,,mm,,,,,,5-merous,,,,,,,,,,,"membranous, narrowly campanulate",1,1.3,1.6,,mm,,0.1,0.2,,mm,narrowly vase-shaped,2,2.4,3,,mm,0.6,1,1,mm,,,,,,10,1.5,2,3.5,,mm,whitish,,,,,
Mimosa grahamii,Mimosa_grahamii,Barneby_1991_Sensitivae_Censitae_treatment_0071.txt,"2025-07-09T12:11:27,774",1,shrubs,,,6,20,,dm,,,,,,,,,,,,,,capitula,globose,,,,,,6,7,9.5,,mm,,1,1.5,3.5,,cm,,,,,,5-merous,,,,,,,,,,,narrowly campanulate,1.2,1.5,2.2,,mm,0.1,0.1,0.2,0.2,mm,subtubular,3,3.3,4.8,,mm,0.8,1.2,,mm,,,,,,10,4,4,6,6,mm,whitish,,,,,
Mimosa grahamii var. grahamii,Mimosa_grahamii_grahamii,Barneby_1991_Sensitivae_Censitae_treatment_0072.txt,"2025-07-09T12:12:41,253",0,,,1150,,1850,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa grahamii var. prolifica,Mimosa_grahamii_prolifica,Barneby_1991_Sensitivae_Censitae_treatment_0073.txt,"2025-07-09T12:13:51,193",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa minutifolia,Mimosa_minutifolia,Barneby_1991_Sensitivae_Censitae_treatment_0074.txt,"2025-07-09T12:15:07,075",1,subshrub,,,1.5,5,,dm,,,,,,,,,,,,,,capitula,globose,,7,7,,mm,,7,7,,mm,,,7,19,,mm,,,,,,5-merous,,,,,,,,,,,deeply campanulate,,1.4,1.4,,mm,,,,,,,,2.8,2.8,,mm,,,,,,,,,,10,,,,,,,,,,,
Mimosa lacerata,Mimosa_lacerata,Barneby_1991_Sensitivae_Censitae_treatment_0075.txt,"2025-07-09T12:16:22,045",1,shrubs,,1,,4,,m,,,,,,,,,,,,,,capitula,globose,,5,7,,mm,,5,7,,mm,,,10,25,,mm,,,,,,,,,,,,,,,,,,0.55,0.55,0.8,0.8,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa aspera,Mimosa_aspera,Barneby_1991_Sensitivae_Censitae_treatment_0076.txt,"2025-07-09T12:17:36,381",1,shrubs,,,,,,,,,,,,,,,,,,,,capitula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa barrancana,Mimosa_barrancana,Barneby_1991_Sensitivae_Censitae_treatment_0077.txt,"2025-07-09T12:18:52,875",0,shrubs,,,2,3,,m,,,,,,,,,,,,,,capitula,hemispherical,,,6,,mm,,6,,,mm,thyrse,1.5,,3,,cm,,,,,,4- or 5-merous,,0.3,0.45,,mm,,,,,,campanulate,0.5,0.5,0.6,0.6,mm,,,,,,,,2.1,2.4,,mm,1.1,,,mm,,0.7,,,mm,,,,,,,,,,,,
Mimosa moniliformis,Mimosa_moniliformis,Barneby_1991_Sensitivae_Censitae_treatment_0078.txt,"2025-07-09T12:20:09,581",0,Bushy shrubs and small trees,,,,3,,m,,,,,,,,,,,,,,capitula,globose or ellipsoid,7,7,12,12,mm,5,5,6,6,mm,,,7,21,,mm,,,,,,,,,,,,,,,,,campanulate,,0.8,0.8,,mm,,,,,,narrowly vase-shaped,,3,3,,mm,1.1,1.1,,mm,,0.6,0.6,,mm,10,,4.5,5.5,,mm,pink-purple,,,,,
Mimosa gentryi,Mimosa_gentryi,Barneby_1991_Sensitivae_Censitae_treatment_0079.txt,"2025-07-09T12:21:26,678",0,shrubs,,2,,3,,m,,,,,,,,,,,,,,capitula,hemispherical,,7,8,,mm,,,,,,thyrse,,12,28,,mm,,,,,,4- and 5-merous,,,,,,,,,,,campanulate,,0.8,1,,mm,,,,,,narrowly funnelform,,2.5,4.3,,mm,1,1.3,,mm,,0.55,0.9,,mm,,4.5,,6,,mm,lilac,,,,,
Mimosa pringlei,Mimosa_pringlei,Barneby_1991_Sensitivae_Censitae_treatment_0080.txt,"2025-07-09T12:22:42,966",0,shrubs,,,2,,,dm,,,,,,,,,,,,,,capitula,hemispherical or subgiobose,,4,6,,mm,,,,,,solitary and geminate,5,,16,,mm,,,,,,5-merous,,,,,,,,,,,campanulate,0.5,0.5,1.3,1.3,mm,,,,,,turbinate vase-shaped,,,,,mm,0.8,1.4,,mm,,,,,,10,,3.5,5,,mm,pink,,,,,
Mimosa pringlei var. pringlei,Mimosa_pringlei_pringlei,Barneby_1991_Sensitivae_Censitae_treatment_0081.txt,"2025-07-09T12:23:54,852",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa pringlei var. graminetorum,Mimosa_pringlei_graminetorum,Barneby_1991_Sensitivae_Censitae_treatment_0082.txt,"2025-07-09T12:25:06,228",0,,,,,,,,,,,,,,,,,,,,,capitula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,1.3,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa zimapanensis,Mimosa_zimapanensis,Barneby_1991_Sensitivae_Censitae_treatment_0083.txt,"2025-07-09T12:26:16,372",0,Fruticose,,,,,,,,,,,,,,,,,,,,capitula,globose,,1,2,,cm,,7,7,,mm,fasciculate,,1,2,,cm,,,,,,4-merous,,1,2,,cm,,,,,,campanulate,0.6,0.6,0.8,0.8,mm,,0.1,0.1,,mm,narrowly vase-shaped,,3.7,3.7,,mm,0.9,0.9,,mm,,0.6,0.6,,mm,8,,4.5,4.5,,mm,,,,,,
Mimosa acantholoba,Mimosa_acantholoba,Barneby_1991_Sensitivae_Censitae_treatment_0084.txt,"2025-07-09T12:27:30,716",1,arborescent shrubs and bushy trees,,1,2,7,,m,,,,,,,,,,,,,,capitula or spikes,"globose, ellipsoid, or spicate",,1,35,,mm,,4,6.5,,mm,pseudoraceme,,5,24,,mm,,,,,,4- or 5-merous,,,,,,,,,,,membranous campanulate,0.45,0.45,0.9,1.4,mm,,,,,,vase-shaped or the lowest ones turbinate,2.2,2.2,3.2,3.2,mm,0.7,1.3,,mm,,0.6,0.8,,mm,8 or 10,3.5,4,5.5,6,mm,white sometimes pale pinkish,,,,,
Mimosa acantholoba var. platycarpa,Mimosa_acantholoba_platycarpa,Barneby_1991_Sensitivae_Censitae_treatment_0085.txt,"2025-07-09T12:28:42,473",1,,,,,,,,,,,,,,,,,,,,,spike,,13,15,35,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa acantholoba var. liesneri,Mimosa_acantholoba_liesneri,Barneby_1991_Sensitivae_Censitae_treatment_0086.txt,"2025-07-09T12:29:55,313",0,,,,,,,,,,,,,,,,,,,,,spicatis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa acantholoba var. molinarum,Mimosa_acantholoba_molinarum,Barneby_1991_Sensitivae_Censitae_treatment_0087.txt,"2025-07-09T12:31:08,529",0,,,0,,500,,m,,,,,,,,,,,,,,spike,,,,,,cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa acantholoba var. eurycarpa,Mimosa_acantholoba_eurycarpa,Barneby_1991_Sensitivae_Censitae_treatment_0088.txt,"2025-07-09T12:32:20,415",2,,,0,,700,900,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa acantholoba var. acantholoba,Mimosa_acantholoba_acantholoba,Barneby_1991_Sensitivae_Censitae_treatment_0089.txt,"2025-07-09T12:33:35,677",2,,,,,300,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa monancistra,Mimosa_monancistra,Barneby_1991_Sensitivae_Censitae_treatment_0090.txt,"2025-07-09T12:34:49,819",1,shrubs,,,8,28,,dm,,,,,,,,,,,,,,capitula,oblong,,6,11,,mm,4,4.5,6,,mm,pseudoracemose,,4,16,,mm,,,,,,5-merous,,,,,,,,,,,campanulate or turbinate,0.9,1,1.4,,mm,0.1,0.1,0.4,0.4,mm,vase-shaped,,2,2.8,3,mm,,,,,,,,,,10,4,4,6,6,mm,pink,,,,,
Mimosa calcicola,Mimosa_calcicola,Barneby_1991_Sensitivae_Censitae_treatment_0091.txt,"2025-07-09T12:36:03,158",1,shrubs,,,,1,,m,,,,,,,,,,,,,,capitula,globose,,,,,,5,6,,,mm,,,5,11,,mm,,,,,,5-merous,,,,,,,,,,,membranous narrowly campanulate,1.3,1.3,1.6,1.6,mm,0.2,0.2,0.3,0.3,mm,,,2.6,3.3,,mm,,,,,,,,,,10,,3.5,4.5,,mm,pink,,,,,
Mimosa depauperata,Mimosa_depauperata,Barneby_1991_Sensitivae_Censitae_treatment_0092.txt,"2025-07-09T12:37:15,332",1,shrubs,,,5,12,,dm,,,,,,,,,,,,,,capitula,,,,,,,,5,5,,mm,,,2,7,,mm,,,,,,4-merous,,0.2,0.5,,mm,,,,,,,0.6,0.6,0.7,0.7,mm,,,,,,,2.4,2.4,2.9,2.9,mm,,,,,,,,,,4,,4,4,,mm,pink,,,,,
Mimosa emoryana,Mimosa_emoryana,Barneby_1991_Sensitivae_Censitae_treatment_0093.txt,"2025-07-09T12:38:29,879",1,shrub,,,,12,,dm,,,,,,,,,,,,,,capitula,globose or ellipsoid,6,6,10,,mm,,5.5,7,,mm,,,6,24,,mm,,,,,,5-merous,,,,,,,,,,,campanulate or turbinate-campanulate,0.6,0.8,1.4,,mm,0.1,0.1,0.3,0.3,mm,vase-shaped,,3,3.9,,mm,1,1.4,,mm,,,,,,10,,4.5,5.5,,mm,pink,,,,,
Mimosa emoryana var. emoryana,Mimosa_emoryana_emoryana,Barneby_1991_Sensitivae_Censitae_treatment_0094.txt,"2025-07-09T12:39:40,536",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa emoryana var. chihuahuana,Mimosa_emoryana_chihuahuana,Barneby_1991_Sensitivae_Censitae_treatment_0095.txt,"2025-07-09T12:40:49,148",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa purpusii,Mimosa_purpusii,Barneby_1991_Sensitivae_Censitae_treatment_0096.txt,"2025-07-09T12:41:57,724",1,shrubs,,,,1,,m,,,,,,,,,,,,,,capitula,globose,,,,,,,6,7.5,,mm,,,8,22,,mm,,,,,,5-merous,,,,,,,,,,,shallowly openly campanulate,,0.5,0.65,,mm,,,,,,turbinate-campanulate,,3.2,3.8,,mm,1.6,1.9,,mm,,,,,,10,6.5,6.5,7.5,7.5,mm,pink,,,,,
Mimosa texana,Mimosa_texana,Barneby_1991_Sensitivae_Censitae_treatment_0097.txt,"2025-07-09T12:43:12,610",1,shrubs,,,,2,,m,,,,,,,,,,,,,,capitula,hemispherical or globose,,,,,,,4.5,7,,mm,,,6,20,,mm,,,,,,5-merous,,,,,,,,,,,narrowly campanulate or turbinate-campanulate,1,1,1.6,1.6,mm,,,,,,,,,,,,,,,,,,,,,,2,3,4.5,,mm,,,,,,
Mimosa texana var. texana,Mimosa_texana_texana,Barneby_1991_Sensitivae_Censitae_treatment_0098.txt,"2025-07-09T12:44:21,927",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa texana var. filipes,Mimosa_texana_filipes,Barneby_1991_Sensitivae_Censitae_treatment_0099.txt,"2025-07-09T12:45:32,081",2,tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa borealis,Mimosa_borealis,Barneby_1991_Sensitivae_Censitae_treatment_0100.txt,"2025-07-09T12:46:43,251",1,shrubs,,,,12,,dm,,,,,,,,,,,,,,capitula,"umbelliform, spherical or hemispherical",5,5,7,7,mm,,,,,,,7,10,23,,mm,,,,,,4- or 5-merous,,0.4,1,,mm,,,,,,turbinate,,0.5,0.8,,mm,,,,,,turbinate,2.1,2.1,2.8,2.8,mm,,,,,,,,,,8 or 10,2.5,3,4.5,5,mm,pink,,,,,
Mimosa turneri,Mimosa_turneri,Barneby_1991_Sensitivae_Censitae_treatment_0101.txt,"2025-07-09T12:47:53,401",0,shrubs,,,,2,,m,,,,,,,,,,,,,,capitula,subglobose,,,,,mm,,,,,mm,,,4,16,20,mm,,,,,,5-merous,,0.4,1.5,,mm,,,,,,turbinate-campanulate,0.45,,0.9,,mm,,,,,,,2,2,2.8,2.8,mm,0.5,1.1,,mm,,,,,,10,,3,4.3,,mm,pink,,,,,
Mimosa unipinnata,Mimosa_unipinnata,Barneby_1991_Sensitivae_Censitae_treatment_0102.txt,"2025-07-09T12:49:07,835",1,shrubs,,,5,12,,dm,,,,,,,,,,,,,,capitula,globose,,,,,,4,4,7,7,mm,,5,7,20,,mm,,,,,,4-merous,0.2,0.4,1.5,,mm,,,,,,campanulate,,0.4,0.5,,mm,,,0.1,,mm,narrowly turbinate,,1.9,2.4,,mm,0.5,0.9,,mm,,,,,,6 or 8,,3,5.5,,mm,,,,,,
Mimosa zygophylla,Mimosa_zygophylla,Barneby_1991_Sensitivae_Censitae_treatment_0103.txt,"2025-07-09T12:50:19,318",1,shrubs,,,4,12,,dm,,,,,,,,,,,,,,capitula,globose,,,,,,4.5,5.5,7,,mm,,,,,,,,,,,,5-merous,,,,,,,,,,,campanulate,0.9,0.9,1.5,1.5,mm,,,,,,,2.2,2.4,3.8,,mm,1,1.2,,mm,,,,,,10,,4,5,,mm,pink,,,,,
Mimosa arenosa,Mimosa_arenosa,Barneby_1991_Sensitivae_Censitae_treatment_0104.txt,"2025-07-09T12:51:31,413",1,"subshrubs, shrubs and trees",,,1,6,,m,,,,,,,,,,,,,,spikes,,3,3.5,7,,cm,,,,,,,,,,,,,,,,,4-merous,,,,,,,,,,,shakkiwky or shortly campanulate,,0.35,0.75,0.85,mm,0.1,0.1,0.2,0.2,mm,broadly turbinate,,2,2.5,,mm,1,1.4,,mm,,0.7,0.9,,mm,8,3,3.5,5,6,mm,"white or cream-white, exceptionally pallid-roseate in fading",,,,,
Mimosa arenosa var. arenosa,Mimosa_arenosa_arenosa,Barneby_1991_Sensitivae_Censitae_treatment_0105.txt,"2025-07-09T12:52:40,025",2,"brush-woodlands, chaparral",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa arenosa var. lysalgica,Mimosa_arenosa_lysalgica,Barneby_1991_Sensitivae_Censitae_treatment_0106.txt,"2025-07-09T12:53:49,767",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa arenosa var. leiocarpa,Mimosa_arenosa_leiocarpa,Barneby_1991_Sensitivae_Censitae_treatment_0107.txt,"2025-07-09T12:54:57,544",2,,,10,,700,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa hapaloclada,Mimosa_hapaloclada,Barneby_1991_Sensitivae_Censitae_treatment_0108.txt,"2025-07-09T12:56:08,817",1,arborescent shrubs,,,,4,,m,,,,,,,,,,,,,,spikes,,4,5,,,cm,,,,,,pseudoraceme,,,,,,,,,,,4-merous,,,,,,,,,,,turbinate,,0.4,0.6,,mm,,0.2,0.3,,mm,,,1.5,2.2,,mm,1,1.2,,mm,,0.5,0.6,,mm,8,,4.5,5,,mm,pale pink,,,,,
